playerID,yearID,teamID,PA,OBP,SLG,OPS
lucrojo01,2013,MIL,580,0.3397,0.4549,0.7945
ibanera01,2013,SEA,496,0.3065,0.4868,0.7932
lowrije01,2013,OAK,662,0.3445,0.4461,0.7906
butlebi03,2013,KCA,668,0.3743,0.4124,0.7866
pedrodu01,2013,BOS,724,0.3715,0.4150,0.7865
moralke01,2013,SEA,657,0.3364,0.4485,0.7849
martivi01,2013,DET,668,0.3548,0.4298,0.7845
desmoia01,2013,WAS,655,0.3308,0.4533,0.7841
martest01,2013,PIT,566,0.3429,0.4412,0.7840
howarry01,2013,PHI,317,0.3186,0.4650,0.7836
ethiean01,2013,LAN,553,0.3599,0.4232,0.7831
ellsbja01,2013,BOS,632,0.3550,0.4263,0.7813
reyesjo01,2013,TOR,419,0.3532,0.4267,0.7799
crispco01,2013,OAK,584,0.3351,0.4444,0.7795
loneyja01,2013,TBA,598,0.3484,0.4299,0.7783
ramoswi01,2013,WAS,303,0.3069,0.4704,0.7773
drewst01,2013,BOS,501,0.3333,0.4434,0.7768
fowlede01,2013,COL,492,0.3689,0.4072,0.7761
heywaja01,2013,ATL,439,0.3493,0.4267,0.7760
kendrho01,2013,LAA,513,0.3353,0.4393,0.7746
mercejo03,2013,PIT,365,0.3361,0.4354,0.7715
gattiev01,2013,ATL,382,0.2906,0.4802,0.7708
tabatjo01,2013,PIT,341,0.3423,0.4286,0.7708
schiena01,2013,CHN,503,0.3008,0.4697,0.7705
gomesjo01,2013,BOS,366,0.3443,0.4263,0.7705
cartech02,2013,HOU,585,0.3197,0.4506,0.7703
alvarpe01,2013,PIT,614,0.2964,0.4731,0.7695
uribeju01,2013,LAN,426,0.3310,0.4381,0.7691
pujolal01,2013,LAA,443,0.3296,0.4373,0.7669
dudalu01,2013,NYN,384,0.3516,0.4151,0.7667
seageky01,2013,SEA,695,0.3381,0.4260,0.7641
swishni01,2013,CLE,634,0.3407,0.4226,0.7633
sanchga01,2013,PIT,319,0.3605,0.4015,0.7620
dunnad01,2013,CHA,607,0.3196,0.4419,0.7615
gardnbr01,2013,NYA,609,0.3439,0.4156,0.7594
sandopa01,2013,SFN,584,0.3408,0.4171,0.7579
walkene01,2013,PIT,551,0.3388,0.4184,0.7572
perezsa02,2013,KCA,526,0.3232,0.4335,0.7567
kinslia01,2013,TEX,614,0.3437,0.4128,0.7565
zobribe01,2013,TBA,698,0.3544,0.4020,0.7563
norride01,2013,OAK,308,0.3453,0.4091,0.7544
soriaal01,2013,CHN,383,0.2872,0.4669,0.7541
jacksau01,2013,DET,614,0.3372,0.4167,0.7538
segurje01,2013,MIL,623,0.3285,0.4235,0.7520
pradoma01,2013,ARI,664,0.3328,0.4171,0.7499
gordoal01,2013,KCA,700,0.3271,0.4218,0.7489
paganan01,2013,SFN,305,0.3344,0.4143,0.7487
riosal01,2013,CHA,464,0.3276,0.4209,0.7485
jennide01,2013,TBA,602,0.3339,0.4137,0.7476
joycema01,2013,TBA,481,0.3285,0.4189,0.7474
trumbma01,2013,LAA,678,0.2935,0.4532,0.7467
headlch01,2013,SDN,600,0.3467,0.4000,0.7467
castiwe01,2013,CHN,428,0.3489,0.3974,0.7463
smoakju01,2013,SEA,521,0.3340,0.4119,0.7459
machama01,2013,BAL,710,0.3138,0.4318,0.7456
gyorkje01,2013,SDN,525,0.3010,0.4444,0.7454
rossco01,2013,ARI,351,0.3314,0.4132,0.7447
rizzoan01,2013,CHN,690,0.3232,0.4191,0.7423
morneju01,2013,MIN,543,0.3149,0.4263,0.7412
hamiljo03,2013,LAA,636,0.3066,0.4323,0.7389
hardyjj01,2013,BAL,644,0.3058,0.4326,0.7384
heltoto01,2013,COL,442,0.3145,0.4232,0.7377
cespeyo01,2013,OAK,574,0.2944,0.4423,0.7368
millebr02,2013,SEA,335,0.3183,0.4183,0.7366
morelmi01,2013,TEX,518,0.2992,0.4372,0.7365
crawfca02,2013,LAN,468,0.3291,0.4069,0.7360
cabreev01,2013,SDN,435,0.3553,0.3806,0.7359
larocad01,2013,WAS,590,0.3322,0.4031,0.7353
arciaos01,2013,MIN,378,0.3042,0.4302,0.7344
murphda08,2013,NYN,697,0.3185,0.4149,0.7334
denorch01,2013,SDN,520,0.3365,0.3953,0.7319
dejesda01,2013,CHN,318,0.3302,0.4014,0.7316
youngmi02,2013,PHI,512,0.3359,0.3953,0.7312
vicieda01,2013,CHA,473,0.3044,0.4263,0.7307
iannech01,2013,LAA,399,0.3584,0.3723,0.7307
polloaj01,2013,ARI,482,0.3215,0.4086,0.7301
mclouna01,2013,BAL,593,0.3294,0.3992,0.7286
deazaal01,2013,CHA,675,0.3229,0.4053,0.7281
brantmi02,2013,CLE,611,0.3322,0.3957,0.7279
aokino01,2013,MIL,674,0.3559,0.3702,0.7260
